"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"P5QD2ABH","document","","Miller, Mark S.","When Two Languages Are Simpler Than One: Lessons for SES from Cajita, Original-Caja, and Valija","","","","","","","","2015-08-16 18:55:05","2015-08-16 18:55:54","","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/VKRKF298/millerses.ppt; /home/connolly/Zotero/storage/XC3VC4TN/millerses.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UF3CPUH3","book","2003","Świerczkowski, S.","Finite sets and Gödel's incompleteness theorems","","","","","http://journals.impan.gov.pl/dm/PDF/dm422-0-00.pdf","","2003","2015-03-14 16:35:47","2015-03-14 16:35:47","2015-03-14 16:35:47","","","","422","","","","","","","","Polska Akademia Nauk, Instytut Matematyczny","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/PFPFC89F/dm422-0-00.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC5TA346","journalArticle","2013","Brady, Edwin","Idris, a general-purpose dependently typed programming language: Design and implementation","Journal of Functional Programming","","","","http://journals.cambridge.org/abstract_S095679681300018X","","2013","2015-03-14 16:35:20","2015-03-14 16:35:20","2015-03-14 16:35:20","552–593","","05","23","","","Idris, a general-purpose dependently typed programming language","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/Z7THR2V2/impldtp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58NH3CB5","journalArticle","2014","Ballarin, Clemens; Hohe, Florian Kammüller; Paulson, Lawrence C.","The Isabelle/HOL algebra library","","","","","http://isabelle.in.tum.de/website-Isabelle2009-1/dist/library/HOL/HOL-Algebra/document.pdf","","2014","2015-03-14 16:34:57","2015-03-14 16:34:57","2015-03-14 16:34:57","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/SCPHFPSN/document.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRJ3KVWP","conferencePaper","2006","Derrin, Philip; Elphinstone, Kevin; Klein, Gerwin; Cock, David; Chakravarty, Manuel M. T.","Running the manual: an approach to high-assurance microkernel development","","1-59593-489-8","","10.1145/1159842.1159850","http://portal.acm.org/citation.cfm?doid=1159842.1159850","","2006","2015-03-14 16:32:14","2015-03-14 16:32:14","2015-03-14 16:32:14","60","","","","","","Running the manual","","","","","ACM Press","","en","","","","","CrossRef","","","","/home/connolly/Zotero/storage/SAFUKJV3/Derrin_EKCC_06.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PETNCF3U","bookSection","2014","Myreen, Magnus O.; Davis, Jared","The reflective Milawa theorem prover is sound","Interactive Theorem Proving","","","","http://link.springer.com/chapter/10.1007/978-3-319-08970-6_27","","2014","2015-03-14 15:04:48","2015-03-14 15:04:48","2015-03-14 15:04:48","421–436","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/DH5QNPNI/2014-itp-milawa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P628TVTA","conferencePaper","2004","Karp, Alan H.","Lessons from E-speak.","WORLDS","","","","https://www.usenix.org/event/worlds04/tech/full_papers/karp/karp_html/","","2004","2015-03-14 15:04:21","2015-03-14 15:04:21","2015-03-14 15:04:21","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/8XQGN6PI/HPL-2004-150.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMFFQZ6P","conferencePaper","2009","Karp, Alan H.; Stiegler, Marc; Close, Tyler","Not one click for security?","SOUPS","","","","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.406.4738&rep=rep1&type=pdf","","2009","2015-03-14 15:03:58","2015-03-14 15:03:58","2015-03-14 15:03:58","1–1","","","9","","","","","","","","Citeseer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/Z9USEQZQ/HPL-2009-53.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFSIZFKQ","conferencePaper","2011","Colp, Patrick; Nanavati, Mihir; Zhu, Jun; Aiello, William; Coker, George; Deegan, Tim; Loscocco, Peter; Warfield, Andrew","Breaking up is hard to do: security and functionality in a commodity hypervisor","Proceedings of the Twenty-Third ACM Symposium on Operating Systems Principles","","","","http://dl.acm.org/citation.cfm?id=2043575","","2011","2015-03-14 15:03:37","2015-03-14 15:03:37","2015-03-14 15:03:37","189–202","","","","","","Breaking up is hard to do","","","","","ACM","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/RV6XFSIH/paper1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4S56S72K","conferencePaper","2010","Sehr, David; Muth, Robert; Biffle, Cliff; Khimenko, Victor; Pasko, Egor; Schimpf, Karl; Yee, Bennet; Chen, Brad","Adapting Software Fault Isolation to Contemporary CPU Architectures.","USENIX Security Symposium","","","","http://static.usenix.org/legacy/events/sec10/tech/full_papers/Sehr.pdf","","2010","2015-03-14 15:02:38","2015-03-14 15:02:38","2015-03-14 15:02:38","1–12","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/PFUEWBGK/35649.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEZ4EJZU","conferencePaper","2009","Yee, Bennet; Sehr, David; Dardyk, Gregory; Chen, J. Bradley; Muth, Robert; Ormandy, Tavis; Okasaka, Shiki; Narula, Neha; Fullagar, Nicholas","Native client: A sandbox for portable, untrusted x86 native code","Security and Privacy, 2009 30th IEEE Symposium on","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5207638","","2009","2015-03-14 15:02:31","2015-03-14 15:02:31","2015-03-14 15:02:31","79–93","","","","","","Native client","","","","","IEEE","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/JAZ64ZNB/34913.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3NPH8GE","conferencePaper","2013","Drossopoulou, Sophia; Noble, James","The need for capability policies","Proceedings of the 15th Workshop on Formal Techniques for Java-like Programs","","","","http://dl.acm.org/citation.cfm?id=2489811","","2013","2015-03-14 15:01:35","2015-03-14 15:01:35","2015-03-14 15:01:35","6","","","","","","","","","","","ACM","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/RDBFNMSJ/a6-Drossopoulou.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HTT8FZK","conferencePaper","2014","Casinghino, Chris; Sjöberg, Vilhelm; Weirich, Stephanie","Combining proofs and programs in a dependently typed language","","978-1-4503-2544-8","","10.1145/2535838.2535883","http://dl.acm.org/citation.cfm?doid=2535838.2535883","","2014","2015-03-14 15:00:00","2015-03-14 15:00:00","2015-03-14 15:00:00","33-45","","","","","","","","","","","ACM Press","","en","","","","","CrossRef","","","","/home/connolly/Zotero/storage/3P7B789F/popl14-trellys.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QXZ8KZ6","conferencePaper","2009","Butler, Simon; Wermelinger, Michel; Yu, Yijun; Sharp, Helen","Relating Identifier Naming Flaws and Code Quality: An Empirical Study","","978-0-7695-3867-9","","10.1109/WCRE.2009.50","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5328661","","2009","2015-03-14 14:58:38","2015-03-14 14:58:38","2015-03-14 14:58:38","31-35","","","","","","Relating Identifier Naming Flaws and Code Quality","","","","","IEEE","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/V9BSGXQU/butler09wcreshort_latest.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3HDVGHG","conferencePaper","2014","Waitman, Russ; Gerard, Kelly A.; Connolly, Daniel W.; Ator, Gregory A.","Understanding Diagnosis Assignment from Billing Systems Relative to Electronic Health Records for Clinical Research Cohort Identification","AMIA 2014 Summit on Clinical Research Informatics","","","","http://knowledge.amia.org/amia-56636-cri2014-1.977698/t-003-1.978301/a-059-1.978330/a-059-1.978331/ap-055-1.978332?qr=1","","2014-04-07","2014-12-10 21:14:23","2014-12-10 21:17:41","","","","","","","","","AMIA Summit on Clinical Research Informatics","","","","","San Francisco, CA","","","","","","","","April 7, 2014 - April 9, 2014 Parc 55 Hotel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AMIA 2014 Summit on Clinical Research Informatics","","","","","","","","","","","","","","",""
"P7NIURXA","journalArticle","2013","Swartz, Aaron","Aaron Swartz's A Programmable Web: An Unfinished Work","Synthesis Lectures on the Semantic Web: Theory and Technology","","2160-4711, 2160-472X","10.2200/S00481ED1V01Y201302WBE005","http://www.morganclaypool.com/doi/abs/10.2200/S00481ED1V01Y201302WBE005","","2013-02-28","2014-12-08 01:30:13","2021-12-25 23:00:49","2014-12-08 01:30:13","1-64","","2","3","","","Aaron Swartz's A Programmable Web","","","","","","","en","","","","","CrossRef","","","","/home/connolly/Zotero/storage/WB68RBQA/S00481ED1V01Y201302WBE005.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V996VDPG","journalArticle","2014","Waitman, Lemuel R.; Aaronson, Lauren S.; Nadkarni, Prakash M.; Connolly, Daniel W.; Campbell, James R.","The Greater Plains Collaborative: a PCORnet Clinical Research Data Network","Journal of the American Medical Informatics Association: JAMIA","","1527-974X","10.1136/amiajnl-2014-002756","","The Greater Plains Collaborative (GPC) is composed of 10 leading medical centers repurposing the research programs and informatics infrastructures developed through Clinical and Translational Science Award initiatives. Partners are the University of Kansas Medical Center, Children's Mercy Hospital, University of Iowa Healthcare, the University of Wisconsin-Madison, the Medical College of Wisconsin and Marshfield Clinic, the University of Minnesota Academic Health Center, the University of Nebraska Medical Center, the University of Texas Health Sciences Center at San Antonio, and the University of Texas Southwestern Medical Center. The GPC network brings together a diverse population of 10 million people across 1300 miles covering seven states with a combined area of 679 159 square miles. Using input from community members, breast cancer was selected as a focus for cohort building activities. In addition to a high-prevalence disorder, we also selected a rare disease, amyotrophic lateral sclerosis.","2014-08","2014-09-23 20:41:25","2014-09-23 20:41:25","","637-641","","4","21","","J Am Med Inform Assoc","The Greater Plains Collaborative","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24778202  PMCID: PMC4078294","","/home/connolly/Zotero/storage/I4Z8MPC2/amiajnl-2014-002756_track_changes.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/24778202","","Humans; Outcome Assessment (Health Care); Computer Communication Networks; Electronic Health Records; Information Dissemination; Midwestern United States; Patient-Centered Care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMWDZJCK","thesis","2005","Brady, Edwin С.","Practical Implementation of a Dependently Typed Functional Programming Language","","","","","http://etheses.dur.ac.uk/2800/","","2005","2014-05-14 18:15:53","2014-05-14 18:15:53","2014-05-14 18:15:53","","","","","","","","","","","","Durham University","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/TZZAGV86/thesis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5FTT6E9","journalArticle","2014","Wadler, Philip","Propositions as types","Unpublished note","","","","http://homepages.inf.ed.ac.uk/wadler/papers/propositions-as-types/propositions-as-types.pdf","","2014","2014-05-14 18:15:34","2014-05-14 18:15:34","2014-05-14 18:15:34","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/R2BVVK54/propositions-as-types.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N629AXEQ","conferencePaper","2006","Kolanski, Rafal; Klein, Gerwin","Formalising the L4 microkernel API","Proceedings of the Twelfth Computing: The Australasian Theory Symposium-Volume 51","","","","http://dl.acm.org/citation.cfm?id=2523800","","2006","2014-05-14 18:14:22","2014-05-14 18:14:22","2014-05-14 18:14:22","53–68","","","","","","","","","","","Australian Computer Society, Inc.","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/AB2REP2E/Kolanski_Klein_06.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3URJJUS","conferencePaper","2009","Klein, Gerwin; Derrin, Philip; Elphinstone, Kevin","Experience report: seL4: formally verifying a high-performance microkernel","ACM Sigplan Notices","","","","http://dl.acm.org/citation.cfm?id=1596566","","2009","2014-05-14 18:14:13","2014-05-14 18:14:13","2014-05-14 18:14:13","91–96","","","44","","","Experience report","","","","","ACM","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/5D9WUWNQ/Klein_DE_09.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA499BS8","report","1998","Pfenning, Frank; Schuermann, Carsten","Twelf user's guide","","","","","http://www-2.cs.cmu.edu/~twelf/guide-1-4/twelf.pdf","","1998","2014-05-14 18:13:21","2014-05-14 18:13:21","2014-05-14 18:13:21","","","","","","","","","","","","version 1.2. Technical Report CMU-CS-98-173, Carnegie Mellon University","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5NWQHNE","conferencePaper","2013","Kiselyov, Oleg; Sabry, Amr; Swords, Cameron","Extensible effects: an alternative to monad transformers","","978-1-4503-2383-3","","10.1145/2503778.2503791","http://dl.acm.org/citation.cfm?doid=2503778.2503791","","2013","2014-05-14 18:13:07","2014-05-14 18:13:07","2014-05-14 18:13:07","59","","","","","","Extensible effects","","","","","ACM Press","","en","","","","","CrossRef","","","","/home/connolly/Zotero/storage/E9CQV5HR/exteff.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH77CPZX","conferencePaper","2012","Mai, Haohui; Tang, Shuo; King, Samuel T.; Cascaval, Calin; Montesinos, Pablo","A case for parallelizing web pages","Proceedings of the 4th USENIX conference on Hot Topics in Parallelism, HotPar","","","","https://www.usenix.org/system/files/conference/hotpar12/hotpar12-final58.pdf","","2012","2014-05-14 18:12:12","2014-05-14 18:12:12","2014-05-14 18:12:12","","","","12","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/ZR3KEK8Z/adrenaline-hotpar12-paper.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIKUSXKJ","conferencePaper","2013","Kennedy, Andrew; Benton, Nick; Jensen, Jonas B.; Dagand, Pierre-Evariste","Coq: the world's best macro assembler?","Proceedings of the 15th Symposium on Principles and Practice of Declarative Programming","","","","http://dl.acm.org/citation.cfm?id=2505897","","2013","2014-05-14 18:06:11","2014-05-14 18:06:11","2014-05-14 18:06:11","13–24","","","","","","Coq","","","","","ACM","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/H3NQ9HKD/coqasm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86ZTWEG5","conferencePaper","2013","Murray, Toby; Matichuk, Daniel; Brassil, Matthew; Gammie, Peter; Bourke, Timothy; Seefried, Sean; Lewis, Corey; Gao, Xin; Klein, Gerwin","seL4: from general purpose to a proof of information flow enforcement","Security and Privacy (SP), 2013 IEEE Symposium on","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6547124","","2013","2014-05-14 18:02:52","2014-05-14 18:02:52","2014-05-14 18:02:52","415–429","","","","","","seL4","","","","","IEEE","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/JEA75KN9/pub (1).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8GMV86A","conferencePaper","2013","Swamy, Nikhil; Weinberger, Joel; Schlesinger, Cole; Chen, Juan; Livshits, Benjamin","Verifying higher-order programs with the Dijkstra monad","Proceedings of the 34th ACM SIGPLAN conference on Programming language design and implementation","","","","http://dl.acm.org/citation.cfm?id=2491978","","2013","2014-05-14 18:02:01","2014-05-14 18:02:01","2014-05-14 18:02:01","387–398","","","","","","","","","","","ACM","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/6VEEUPGN/paper-pldi13.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3PCWCRZ","manuscript","2013","Adagarla, Bhargav; Connolly, Daniel W.; McMahon, Tamara M.; Nair, Manikandan; VanHoose, Lisa D.; Sharma, Priyanka; D’Silva, Linda J.; Waitman, Lemuel R.","SEINE: Methods for Electronic Data Capture and Integrated Data Repository Synthesis with Patient Registry Use Cases","","","","","","Integrated Data Repositories (IDR) allow clinical research to leverage electronic health records (EHR) and other data sources while Electronic Data Capture (EDC) applications often support manually maintained patient registries.  Using i2b2 and REDCap, (IDR and EDC platforms respectively) we have developed methods that integrate IDR and EDC strengths supporting: 1) data delivery from the IDR as ready-to-use registries to exploit the annotation and data collection capabilities unique to EDC applications; 2) integrating EDC managed registries into data repositories allows investigators to use hypothesis generation and cohort discovery methods. This round-trip integration can lower lag between cohort discovery and establishing a registry. Investigators can also periodically augment their registry cohort as the IDR is enriched with additional data elements, data sources, and patients. We describe our open-source automated methods and provide three example registry uses cases for these methods: triple negative breast cancer, vertiginous syndrome, cancer distress.","2013-10-11","2014-04-22 14:29:19","2014-04-22 14:30:39","","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/4J9Q6EBU/1861442_File000002.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXQ5SJR2","presentation","","Rector, Alan","Developing Biomedical Ontologies in OWL","","","","","http://ontology.buffalo.edu/07/os3/Rector_OWL.pdf","","","2014-02-05 16:10:49","2014-02-05 16:15:57","","","","","","","","","","","","","","","","","","","","","","","<p>found this while researching Jim C.'s question about squeezing the SNOMED polyhierarchy into i2b2's terminology tree</p>","/home/connolly/Zotero/storage/WWCQPQ7W/20090504-CBO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9R5WPS3","presentation","2009","Bodenreider, Olivier","Building Ontologies Best practices, pitfalls and positives","","","","","http://mor.nlm.nih.gov/pubs/pres/20090504-CBO.pdf","","2009-05-04","2014-02-05 16:12:11","2014-02-05 16:15:47","","","","","","","","","","","","","","National Institutes of Health Campus, Bethesda, MD","","","","","","","","Lister Hill National Center for Biomedical Communications Bethesda, Maryland - USA","<p>found this while researching Jim C.'s question about squeezing the SNOMED polyhierarchy into i2b2's terminology tree</p> <p>&nbsp;</p>","/home/connolly/Zotero/storage/4B2BBJIN/Rector_OWL.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cell Behavior Ontology Workshop","","","","","","","","","","","","","","","",""
"HHB74U7B","report","2005","Connolly, Dan; Miller, Libby","RDF Calendar - an application of the Resource Description Framework to iCalendar Data","","","","","http://www.w3.org/TR/2005/NOTE-rdfcal-20050929/","This report discusses an effort to apply the Resource Description Framework (RDF) to iCalendar data in order to integrate calendar data with other Semantic Web data such as social networking data, syndicated content, and multimedia meta-data. We demonstrate the effectiveness of a test-driven approach to vocabulary development and we discuss a number of social as well as technical issues.","2005-09-29","2014-01-15 03:18:40","2014-01-15 03:20:43","","","","","","","","","","","","W3C Technical Reports","W3C","","","Copyright ©2005 W3C® (MIT, ERCIM, Keio), All Rights Reserved. W3C liability, trademark and document use rules apply.","Interest Group Note","","","","","","","/home/connolly/Zotero/storage/CAV223CJ/NOTE-rdfcal-20050929.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGP4PRZQ","email","2012","Ven, Bryan Van de","[Numpy-discussion] Enum/Factor NEP (now with code)","","","","","http://mail.scipy.org/pipermail/numpy-discussion/2012-June/062744.html","","2012-06-12","2014-01-01 00:24:06","2014-01-01 00:24:06","2014-01-01 00:24:06","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/88GFJEAB/Ven - 2012 - [Numpy-discussion] EnumFactor NEP (now with code).html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KJGAUNX","book","2008","Kagal, Lalana; Berners-Lee, Tim; Connolly, Dan; Weitzner, Daniel","Promoting interoperability between heterogeneous policy domains","","","","","http://dig.csail.mit.edu/2006/Papers/W3CPrivacyWS/rein@w3cws.pdf","","2008","2013-12-31 19:02:12","2013-12-31 19:02:12","2013-12-31 19:02:12","","","","","","","","","","","","NSF","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/W68PCWJ2/rein@w3cws.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEF9U2RV","journalArticle","2009","Neveln, Bob; Alps, Bob","ProofCheck: Writing and checking complete proofs in LATEX","","","","","http://tug2000.tug.org/TUGboat/tb30-2/tb95neveln.pdf","","2009","2013-12-29 08:51:10","2021-12-25 22:59:56","2013-12-29 08:51:10","","","","","","","ProofCheck","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/WW39QHBZ/tb95neveln.pdf","","fs86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25P8CF5P","book","2002","","Conference record of POPL 2002: the 29th ACM SIGPLAN - SIGACT Symposium on Principles of Programming Languages: papers presented at the symposium; Portland, Oregon, 16 - 18 January, 2002.","","1-58113-450-9 978-1-58113-450-6","","","","","2002","2013-12-31 18:55:47","2013-12-31 18:55:47","","","","","","","","Conference record of POPL 2002","","","","","ACM","New York, NY","English","","","","","Open WorldCat","","","","/home/connolly/Zotero/storage/H3S83F66/ccured_popl02.pdf","","quality; safety","","Symposium on Principles of Programming Languages. <29, 2002, Portland, Or.>; Association for Computing Machinery; Special Interest Group on Programming Languages; Association for Computing Machinery; Special Interest Group on Algorithms and Computation Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFHECKND","journalArticle","2003","Condit, Jeremy; Harren, Matthew; McPeak, Scott; Necula, George C.; Weimer, Westley","CCured in the real world","ACM SIGPLAN Notices","","","","http://dl.acm.org/citation.cfm?id=781157","","2003","2013-12-31 18:55:34","2013-12-31 18:55:34","2013-12-31 18:55:34","232–244","","5","38","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/ZZDRD66D/ccured_pldi03.pdf","","quality; safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7EMQFR6","conferencePaper","1987","Birrell, Andrew; Jones, Michael; Wobber, Ted","A Simple and Efficient Implementation for Small Databases","Proceedings of the 11th ACM Symposium on Operating System Principles","","","","https://birrell.org/andrew/papers/024-DatabasesPaper-SOSP.pdf","","1987-12","2020-10-16 23:30:28","2020-10-16 23:32:23","","","","","","","","","","","","","","","","","","https://ipfs.io/ipfs/QmZRx5rCBK2ryoG1JtPKEP53SzPc9cWqrPKv2nh2fL7jep?filename=SRC-RR-24.ps","","","","","<p>Also appeared as SRC Research Report 24</p>","/home/connolly/Zotero/storage/CURQVH3V/SRC-RR-24.ps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNABT7V8","journalArticle","","Babel, Kushal; Daian, Philip; Kelkar, Mahimna; Juels, Ari","Clockwork Finance: Automated Analysis of Economic Security in Smart Contracts","","","","","","We introduce the Clockwork Finance Framework (CFF), a general purpose, formal veriﬁcation framework for mechanized reasoning about the economic security properties of composed decentralized-ﬁnance (DeFi) smart contracts.","","2021-09-23 02:58:22","2021-09-23 02:58:22","","38","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/connolly/Zotero/storage/H5M5S6JF/Babel et al. - Clockwork Finance Automated Analysis of Economic .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8ZI68B5","journalArticle","2021","Waitman, Lemuel R; Song, Xing; Walpitage, Dammika Lakmal; Connolly, Daniel C; Patel, Lav P; Liu, Mei; Schroeder, Mary C; VanWormer, Jeffrey J; Mosa, Abu Saleh; Anye, Ernest T; Davis, Ann M","Enhancing PCORnet Clinical Research Network data completeness by integrating multistate insurance claims with electronic health records in a cloud environment aligned with CMS security and privacy requirements","Journal of the American Medical Informatics Association","","1067-5027, 1527-974X","10.1093/jamia/ocab269","https://academic.oup.com/jamia/advance-article/doi/10.1093/jamia/ocab269/6460151","Objective: The Greater Plains Collaborative (GPC) and other PCORnet Clinical Data Research Networks capture healthcare utilization within their health systems. Here, we describe a reusable environment (GPC Reusable Observable Uniﬁed Study Environment [GROUSE]) that integrates hospital and electronic health records (EHRs) data with state-wide Medicare and Medicaid claims and assess how claims and clinical data complement each other to identify obesity and related comorbidities in a patient sample. Materials and Methods: EHR, billing, and tumor registry data from 7 healthcare systems were integrated with Center for Medicare (2011–2016) and Medicaid (2011–2012) services insurance claims to create deidentiﬁed databases in Informatics for Integrating Biology & the Bedside and PCORnet Common Data Model formats. We describe technical details of how this federally compliant, cloud-based data environment was built. As a use case, trends in obesity rates for different age groups are reported, along with the relative contribution of claims and EHR data-to-data completeness and detecting common comorbidities. Results: GROUSE contained 73 billion observations from 24 million unique patients (12.9 million Medicare; 13.9 million Medicaid; 6.6 million GPC patients) with 1 674 134 patients crosswalked and 983 450 patients with body mass index (BMI) linked to claims. Diagnosis codes from EHR and claims sources underreport obesity by 2.56 times compared with body mass index measures. However, common comorbidities such as diabetes and sleep apnea diagnoses were more often available from claims diagnoses codes (1.6 and 1.4 times, respectively). Conclusion: GROUSE provides a uniﬁed EHR-claims environment to address health system and federal privacy concerns, which enables investigators to generalize analyses across health systems integrated with multistate insurance claims.","2021-12-13","2021-12-25 22:40:12","2021-12-25 23:00:43","2021-12-25 22:40:12","ocab269","","","","","","","","","","","","","en","All rights reserved","","","","DOI.org (Crossref)","","","<p>ocab269</p>","/home/connolly/Zotero/storage/BDRWKMVN/Waitman et al. - 2021 - Enhancing PCORnet Clinical Research Network data c.pdf; /home/connolly/Zotero/storage/FQYXEAIG/Waitman et al. - 2021 - Enhancing PCORnet Clinical Research Network data c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
